col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,27
Total,87,72,71,56,48,47,41,34,30,27,22,17,13,67,26,16,7,0,21,27
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,28
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,28
Kathryn S Huggins,1,49,43,34,26,24,23,18,20,15,18,11,12,30,22,12,4,1,3,28
Dewayne Drummond,,2,44,33,24,26,21,18,16,16,19,8,9,27,18,9,1,1,4,28
Ken Washington,,,0,30,19,26,18,16,16,14,17,7,7,28,12,10,2,1,5,28
Kevin Bundy,,,,0,16,19,11,9,10,13,12,6,7,18,11,6,2,1,6,28
Lisa Rhodes,,,,,0,6,16,23,12,11,8,14,8,14,17,1,2,0,7,28
Liam G Boyle,,,,,,0,11,6,9,6,10,2,4,18,3,6,1,1,8,28
Monica Maria Djerassi,,,,,,,0,15,13,8,8,6,6,13,11,2,3,0,9,28
Linda Norris,,,,,,,,0,9,7,5,9,5,11,13,1,1,0,10,28
Rebecca Poyourow,,,,,,,,,0,4,8,9,3,10,7,3,4,0,11,28
John Brady,,,,,,,,,,0,8,4,8,11,8,0,2,1,12,28
Nat Lownes,,,,,,,,,,,0,1,5,12,5,2,1,1,13,28
Jacque Whaumbush,,,,,,,,,,,,0,2,3,10,1,1,0,14,28
Joe Khan,,,,,,,,,,,,,0,5,7,1,1,0,15,28
Mike Stack,,,,,,,,,,,,,,9,0,0,0,0,16,28
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,28
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,28
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,28
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,28
Total,70,58,54,39,34,30,30,26,24,22,21,15,14,52,28,17,5,1,21,28
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,29
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Nat Lownes,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,29
Kathryn S Huggins,4,53,52,44,42,36,39,37,29,27,14,16,16,42,22,18,7,2,3,29
Ken Washington,,1,48,36,29,26,23,29,19,15,9,5,11,29,15,12,3,0,4,29
Dewayne Drummond,,,0,37,29,24,26,33,18,15,12,7,10,29,14,12,3,1,5,29
Liam G Boyle,,,,0,24,23,21,27,16,13,6,5,8,24,4,12,5,1,6,29
Lisa Rhodes,,,,,0,30,29,16,15,16,6,14,7,26,13,4,3,1,7,29
Linda Norris,,,,,,0,29,11,16,16,12,9,6,23,9,3,4,2,8,29
Monica Maria Djerassi,,,,,,,0,10,15,21,11,11,6,20,13,3,4,2,9,29
Kevin Bundy,,,,,,,,0,16,14,9,4,11,15,9,12,4,1,10,29
John Brady,,,,,,,,,0,15,9,8,10,11,11,6,5,0,11,29
Rebecca Poyourow,,,,,,,,,,0,8,10,11,8,11,5,5,2,12,29
Joe Khan,,,,,,,,,,,0,2,2,5,7,1,4,1,13,29
Jacque Whaumbush,,,,,,,,,,,,0,4,5,8,0,3,1,14,29
Nat Lownes,,,,,,,,,,,,,0,5,6,3,3,0,15,29
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,29
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,29
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,29
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,29
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,29
Total,99,63,62,49,49,43,43,42,35,31,19,17,17,56,29,22,9,2,21,29
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,30
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,Jacque Whaumbush,John Brady,Nat Lownes,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,30
Kathryn S Huggins,2,70,69,64,51,50,49,25,17,11,11,9,6,60,16,11,3,0,3,30
Dewayne Drummond,,1,72,64,45,47,44,26,12,7,9,9,6,51,15,8,1,0,4,30
Ken Washington,,,0,62,48,47,43,28,13,9,9,10,4,55,11,9,2,0,5,30
Liam G Boyle,,,,0,43,42,39,20,10,7,6,3,6,47,12,6,2,0,6,30
Lisa Rhodes,,,,,0,53,41,13,13,14,9,8,8,41,13,4,2,0,7,30
Linda Norris,,,,,,0,42,15,10,10,9,5,6,40,10,6,3,0,8,30
Monica Maria Djerassi,,,,,,,0,9,16,8,8,6,5,38,10,3,3,0,9,30
Kevin Bundy,,,,,,,,0,8,4,5,6,3,20,4,8,1,0,10,30
Rebecca Poyourow,,,,,,,,,0,7,6,4,3,12,5,2,1,0,11,30
Jacque Whaumbush,,,,,,,,,,0,3,4,2,8,5,2,1,0,12,30
John Brady,,,,,,,,,,,0,5,2,6,6,4,0,0,13,30
Nat Lownes,,,,,,,,,,,,0,2,7,3,2,0,0,14,30
Joe Khan,,,,,,,,,,,,,0,3,5,1,0,0,15,30
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,30
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,30
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,30
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,30
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,30
Total,96,81,81,72,61,60,55,35,20,16,16,12,9,75,23,16,7,0,21,30
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,31
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,2,31
Kathryn S Huggins,5,66,62,57,47,41,42,30,10,10,9,7,7,56,14,12,2,1,3,31
Ken Washington,,0,61,55,40,38,35,28,7,12,6,3,5,49,9,8,2,1,4,31
Dewayne Drummond,,,0,53,35,33,33,23,2,7,4,3,2,49,7,7,2,1,5,31
Liam G Boyle,,,,0,32,31,32,24,4,5,4,2,3,44,5,7,2,1,6,31
Lisa Rhodes,,,,,0,40,36,11,8,4,5,5,4,34,13,1,0,1,7,31
Linda Norris,,,,,,0,35,12,8,4,4,5,4,34,10,0,0,0,8,31
Monica Maria Djerassi,,,,,,,0,11,5,4,8,6,5,33,10,1,0,0,9,31
Kevin Bundy,,,,,,,,0,11,10,7,6,6,20,7,7,2,0,10,31
John Brady,,,,,,,,,0,4,3,5,5,9,6,1,0,1,11,31
Nat Lownes,,,,,,,,,,0,5,2,4,8,2,1,1,0,12,31
Rebecca Poyourow,,,,,,,,,,,0,4,4,6,3,1,1,0,13,31
Jacque Whaumbush,,,,,,,,,,,,0,3,7,3,0,0,0,14,31
Joe Khan,,,,,,,,,,,,,0,5,4,0,1,0,15,31
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,31
Nina Ahmad,,,,,,,,,,,,,,,0,0,0,0,17,31
Kathi Cozzone,,,,,,,,,,,,,,,,3,0,0,18,31
Ray Sosa,,,,,,,,,,,,,,,,,0,0,19,31
John Fetterman,,,,,,,,,,,,,,,,,,0,20,31
Total,93,71,68,61,50,45,45,37,18,12,12,10,10,72,17,15,3,2,21,31
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,32
,Kathryn S Huggins,Kevin Bundy,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,John Brady,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Nat Lownes,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,32
Kathryn S Huggins,3,34,34,31,23,24,23,14,15,13,10,10,10,25,15,10,4,0,3,32
Kevin Bundy,,0,30,26,18,22,16,8,8,9,8,6,8,17,12,5,3,0,4,32
Dewayne Drummond,,,1,25,17,18,13,10,9,6,9,5,7,18,8,7,2,0,5,32
Ken Washington,,,,0,16,20,17,7,10,4,8,6,6,18,9,6,2,0,6,32
Lisa Rhodes,,,,,0,10,12,11,14,9,9,7,5,14,6,6,2,0,7,32
Liam G Boyle,,,,,,0,12,5,5,7,4,3,4,10,8,5,3,0,8,32
John Brady,,,,,,,1,6,8,8,6,4,6,14,6,4,1,0,9,32
Monica Maria Djerassi,,,,,,,,1,7,8,6,4,3,9,3,5,0,0,10,32
Linda Norris,,,,,,,,,0,6,4,5,3,8,5,4,0,0,11,32
Rebecca Poyourow,,,,,,,,,,0,1,3,5,4,6,4,1,0,12,32
Joe Khan,,,,,,,,,,,0,2,2,7,2,2,1,0,13,32
Jacque Whaumbush,,,,,,,,,,,,0,2,5,3,2,1,0,14,32
Nat Lownes,,,,,,,,,,,,,0,6,4,1,0,0,15,32
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,32
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,32
Nina Ahmad,,,,,,,,,,,,,,,,1,0,0,18,32
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,32
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,32
Total,58,38,37,36,28,27,26,18,17,15,12,11,11,32,17,11,4,0,21,32
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,33
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,33
Kathryn S Huggins,0,55,55,56,48,40,33,28,17,12,11,11,9,59,15,11,5,0,3,33
Dewayne Drummond,,1,52,39,47,30,26,25,11,9,9,4,3,43,9,4,2,0,4,33
Ken Washington,,,1,38,45,31,29,23,12,7,7,3,4,41,11,5,1,0,5,33
Lisa Rhodes,,,,1,33,36,31,14,10,7,9,10,9,40,11,3,3,0,6,33
Liam G Boyle,,,,,0,31,22,19,5,10,5,4,5,40,7,4,3,0,7,33
Monica Maria Djerassi,,,,,,0,27,10,6,10,4,6,6,32,6,3,3,0,8,33
Linda Norris,,,,,,,0,7,8,7,5,4,3,22,9,1,2,0,9,33
Kevin Bundy,,,,,,,,0,11,8,10,7,6,17,6,6,0,0,10,33
John Brady,,,,,,,,,0,6,4,2,2,11,5,1,0,0,11,33
Rebecca Poyourow,,,,,,,,,,0,4,4,3,6,5,4,2,0,12,33
Nat Lownes,,,,,,,,,,,0,4,4,5,6,2,0,0,13,33
Jacque Whaumbush,,,,,,,,,,,,0,6,6,2,1,1,0,14,33
Joe Khan,,,,,,,,,,,,,0,7,3,0,1,0,15,33
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,33
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,33
Kathi Cozzone,,,,,,,,,,,,,,,,1,0,0,18,33
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,33
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,33
Total,98,63,63,62,57,44,36,32,19,17,13,11,11,71,19,14,6,0,21,33
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,34
,Kathryn S Huggins,Lisa Rhodes,Ken Washington,Dewayne Drummond,Monica Maria Djerassi,Liam G Boyle,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,34
Kathryn S Huggins,2,72,64,65,62,54,54,24,24,30,19,11,12,57,34,15,13,0,3,34
Lisa Rhodes,,0,46,47,56,43,54,13,15,20,18,16,14,41,27,12,7,0,4,34
Ken Washington,,,0,60,47,52,44,23,22,20,15,13,7,41,24,7,6,0,5,34
Dewayne Drummond,,,,0,52,47,40,21,19,23,17,12,7,39,25,6,7,0,6,34
Monica Maria Djerassi,,,,,0,46,47,15,16,25,17,13,8,35,28,5,7,0,7,34
Liam G Boyle,,,,,,0,37,14,12,14,12,12,7,31,21,8,6,0,8,34
Linda Norris,,,,,,,0,12,10,21,11,11,11,33,23,4,4,0,9,34
Kevin Bundy,,,,,,,,0,20,9,8,10,4,15,14,2,5,0,10,34
John Brady,,,,,,,,,0,7,8,6,5,14,12,2,7,0,11,34
Rebecca Poyourow,,,,,,,,,,0,11,7,5,13,13,3,6,0,12,34
Joe Khan,,,,,,,,,,,0,7,5,9,14,4,2,0,13,34
Nat Lownes,,,,,,,,,,,,0,6,7,9,2,3,0,14,34
Jacque Whaumbush,,,,,,,,,,,,,0,8,5,2,2,0,15,34
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,34
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,34
John Fetterman,,,,,,,,,,,,,,,,4,0,0,18,34
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,34
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,34
Total,121,87,78,77,75,66,64,36,35,35,29,21,17,74,47,22,17,1,21,34
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,35
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,35
Kathryn S Huggins,2,36,33,29,22,20,19,18,11,12,8,10,4,27,10,10,2,0,3,35
Dewayne Drummond,,1,33,31,21,19,16,17,7,12,7,8,3,24,8,7,2,0,4,35
Ken Washington,,,0,31,19,20,15,16,7,7,7,9,3,24,10,4,2,0,5,35
Liam G Boyle,,,,0,18,17,14,14,5,6,6,6,1,18,9,5,2,0,6,35
Lisa Rhodes,,,,,0,20,11,20,9,8,7,2,1,18,2,8,1,0,7,35
Linda Norris,,,,,,0,5,17,6,8,5,3,3,15,3,7,1,0,8,35
Kevin Bundy,,,,,,,0,7,10,8,6,6,1,12,6,5,1,0,9,35
Monica Maria Djerassi,,,,,,,,0,6,8,3,3,1,13,2,6,1,0,10,35
John Brady,,,,,,,,,0,6,8,4,1,9,2,5,0,0,11,35
Rebecca Poyourow,,,,,,,,,,0,2,6,3,6,4,5,0,0,12,35
Joe Khan,,,,,,,,,,,0,3,0,7,4,2,0,0,13,35
Nat Lownes,,,,,,,,,,,,0,2,6,5,0,0,0,14,35
Jacque Whaumbush,,,,,,,,,,,,,0,2,1,1,0,0,15,35
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,35
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,35
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,35
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,35
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,35
Total,51,43,41,34,29,26,24,22,16,15,13,11,4,34,17,15,2,0,21,35
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,36
,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,John Brady,Joe Khan,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,36
Kathryn S Huggins,0,38,38,37,20,19,17,17,4,2,2,2,1,24,17,2,0,1,3,36
Ken Washington,,0,39,37,24,18,16,18,3,3,2,2,2,24,15,1,1,0,4,36
Liam G Boyle,,,0,39,21,17,16,17,4,2,3,3,0,21,15,1,1,1,5,36
Dewayne Drummond,,,,1,21,18,16,16,3,3,3,3,1,21,14,1,0,1,6,36
Kevin Bundy,,,,,1,5,3,5,3,4,3,3,2,8,14,1,1,0,7,36
Lisa Rhodes,,,,,,0,19,18,4,4,2,0,2,19,0,0,0,1,8,36
Linda Norris,,,,,,,0,17,2,1,1,0,0,16,0,0,0,0,9,36
Monica Maria Djerassi,,,,,,,,0,2,2,1,0,1,17,0,0,0,0,10,36
John Brady,,,,,,,,,0,3,2,2,1,4,2,1,0,1,11,36
Joe Khan,,,,,,,,,,0,3,1,2,4,0,0,0,1,12,36
Nat Lownes,,,,,,,,,,,0,2,0,3,0,0,0,1,13,36
Rebecca Poyourow,,,,,,,,,,,,0,0,2,1,0,0,0,14,36
Jacque Whaumbush,,,,,,,,,,,,,0,2,0,0,0,0,15,36
Mike Stack,,,,,,,,,,,,,,0,0,0,0,0,16,36
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,36
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,36
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,36
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,36
Total,46,44,43,42,27,23,20,20,8,5,4,3,2,28,20,3,1,1,21,36
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,37
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Kevin Bundy,Liam G Boyle,John Brady,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,2,37
Kathryn S Huggins,1,26,23,19,15,18,12,14,10,12,5,2,2,18,8,9,1,1,3,37
Dewayne Drummond,,0,26,18,20,21,14,16,15,13,4,5,5,17,10,7,2,1,4,37
Ken Washington,,,0,12,17,17,9,9,8,9,3,2,3,19,6,4,1,1,5,37
Lisa Rhodes,,,,0,8,9,9,16,10,10,5,3,1,12,7,4,0,0,6,37
Kevin Bundy,,,,,0,13,9,8,9,11,4,3,4,11,4,3,2,1,7,37
Liam G Boyle,,,,,,0,8,7,7,5,3,2,3,10,4,4,2,1,8,37
John Brady,,,,,,,0,7,7,6,2,2,1,7,6,3,2,0,9,37
Linda Norris,,,,,,,,0,9,9,4,2,2,7,6,4,1,0,10,37
Monica Maria Djerassi,,,,,,,,,0,8,2,2,2,7,6,2,1,0,11,37
Rebecca Poyourow,,,,,,,,,,0,2,2,5,9,3,3,1,0,12,37
Jacque Whaumbush,,,,,,,,,,,0,2,0,2,3,1,0,0,13,37
Joe Khan,,,,,,,,,,,,0,2,3,2,0,0,0,14,37
Nat Lownes,,,,,,,,,,,,,0,4,0,0,1,0,15,37
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,37
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,37
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,37
Ray Sosa,,,,,,,,,,,,,,,,,0,0,19,37
John Fetterman,,,,,,,,,,,,,,,,,,0,20,37
Total,39,38,32,23,22,22,18,18,16,16,6,5,5,32,15,11,2,1,21,37
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,38
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,John Brady,Liam G Boyle,Lisa Rhodes,Nat Lownes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,38
Kathryn S Huggins,2,16,16,14,12,11,11,9,8,9,8,4,3,19,5,6,2,0,3,38
Ken Washington,,0,13,15,8,10,5,6,7,3,4,3,2,11,3,3,2,0,4,38
Dewayne Drummond,,,0,12,9,9,5,6,3,4,4,3,1,7,3,3,2,0,5,38
Kevin Bundy,,,,0,8,10,3,7,5,2,1,1,3,10,2,2,1,0,6,38
John Brady,,,,,0,4,5,9,4,7,5,2,3,8,3,3,0,0,7,38
Liam G Boyle,,,,,,0,3,4,3,1,1,0,0,7,1,2,1,0,8,38
Lisa Rhodes,,,,,,,0,2,7,5,4,3,0,6,1,2,1,0,9,38
Nat Lownes,,,,,,,,0,3,5,3,1,3,7,2,1,0,0,10,38
Linda Norris,,,,,,,,,0,4,3,2,1,6,0,2,1,0,11,38
Monica Maria Djerassi,,,,,,,,,,0,5,2,3,5,2,2,0,0,12,38
Rebecca Poyourow,,,,,,,,,,,0,3,1,2,3,2,1,0,13,38
Jacque Whaumbush,,,,,,,,,,,,0,0,1,1,1,1,0,14,38
Joe Khan,,,,,,,,,,,,,0,3,1,0,0,0,15,38
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,38
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,38
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,38
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,38
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,38
Total,36,20,16,16,14,12,11,10,9,9,8,4,4,26,7,6,3,0,21,38
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,39
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,John Brady,Nat Lownes,Jacque Whaumbush,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,39
Kathryn S Huggins,3,41,35,29,29,25,26,25,21,22,17,14,13,29,22,15,6,1,3,39
Dewayne Drummond,,1,32,23,25,21,18,17,14,15,11,13,8,17,13,10,4,1,4,39
Ken Washington,,,0,21,21,15,14,13,9,10,14,10,8,12,15,7,4,1,5,39
Kevin Bundy,,,,0,20,7,7,9,11,9,12,9,2,11,11,6,2,1,6,39
Liam G Boyle,,,,,0,9,7,7,10,9,8,8,3,8,8,8,3,1,7,39
Linda Norris,,,,,,0,20,16,10,11,7,7,12,10,10,5,2,0,8,39
Lisa Rhodes,,,,,,,0,16,9,11,8,6,10,8,13,2,2,1,9,39
Monica Maria Djerassi,,,,,,,,0,14,13,9,6,10,8,13,3,2,0,10,39
Rebecca Poyourow,,,,,,,,,0,12,5,9,6,7,10,5,2,0,11,39
Joe Khan,,,,,,,,,,0,9,4,4,9,10,2,2,0,12,39
John Brady,,,,,,,,,,,0,4,4,8,9,0,2,1,13,39
Nat Lownes,,,,,,,,,,,,0,3,8,4,2,2,0,14,39
Jacque Whaumbush,,,,,,,,,,,,,0,2,8,2,2,0,15,39
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,39
Nina Ahmad,,,,,,,,,,,,,,,6,0,0,0,17,39
Kathi Cozzone,,,,,,,,,,,,,,,,3,0,0,18,39
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,39
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,39
Total,79,47,41,32,29,28,28,27,24,23,21,16,14,36,33,20,10,2,21,39
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,40
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,John Brady,Nat Lownes,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,40
Kathryn S Huggins,1,34,31,27,24,25,23,18,10,5,6,3,2,28,8,11,2,0,3,40
Ken Washington,,1,32,27,23,23,23,18,7,4,5,3,1,27,5,6,2,0,4,40
Dewayne Drummond,,,0,26,19,19,20,14,7,5,4,5,3,24,5,5,2,0,5,40
Liam G Boyle,,,,0,16,18,18,12,3,3,3,2,1,24,1,3,2,0,6,40
Linda Norris,,,,,0,24,23,6,9,1,2,2,2,19,4,3,0,0,7,40
Lisa Rhodes,,,,,,0,21,8,7,1,1,2,0,20,4,2,0,0,8,40
Monica Maria Djerassi,,,,,,,0,6,5,2,3,2,3,20,5,2,1,0,9,40
Kevin Bundy,,,,,,,,1,5,3,5,2,0,10,5,4,1,0,10,40
John Brady,,,,,,,,,0,1,1,1,2,6,2,3,0,0,11,40
Nat Lownes,,,,,,,,,,1,3,2,0,2,1,0,2,0,12,40
Rebecca Poyourow,,,,,,,,,,,0,1,1,2,2,1,1,0,13,40
Joe Khan,,,,,,,,,,,,0,1,0,3,0,1,0,14,40
Jacque Whaumbush,,,,,,,,,,,,,0,0,3,1,0,0,15,40
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,40
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,40
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,40
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,40
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,40
Total,53,42,38,31,28,28,28,22,12,6,6,5,4,43,13,11,4,0,21,40
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,41
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Lisa Rhodes,Liam G Boyle,John Brady,Rebecca Poyourow,Monica Maria Djerassi,Linda Norris,Nat Lownes,Joe Khan,Jacque Whaumbush,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,41
Kathryn S Huggins,1,79,77,56,50,50,41,42,41,35,26,22,22,56,34,18,7,0,3,41
Dewayne Drummond,,2,63,44,37,41,26,33,32,29,20,13,16,42,25,18,3,0,4,41
Ken Washington,,,0,45,34,51,31,33,34,26,20,17,15,45,22,11,5,0,5,41
Kevin Bundy,,,,0,21,34,25,23,17,17,24,15,8,29,15,15,4,0,6,41
Lisa Rhodes,,,,,2,15,23,20,24,29,10,14,15,27,19,7,5,0,7,41
Liam G Boyle,,,,,,1,16,21,19,11,16,10,7,29,14,10,3,0,8,41
John Brady,,,,,,,1,16,15,15,12,10,9,24,15,5,2,0,9,41
Rebecca Poyourow,,,,,,,,0,28,14,11,11,11,19,19,7,1,0,10,41
Monica Maria Djerassi,,,,,,,,,0,21,6,9,14,21,19,2,3,0,11,41
Linda Norris,,,,,,,,,,0,9,6,8,18,12,6,4,0,12,41
Nat Lownes,,,,,,,,,,,0,6,5,17,5,4,0,0,13,41
Joe Khan,,,,,,,,,,,,0,5,8,10,4,3,0,14,41
Jacque Whaumbush,,,,,,,,,,,,,0,11,7,4,2,0,15,41
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,41
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,41
Kathi Cozzone,,,,,,,,,,,,,,,,1,0,0,18,41
John Fetterman,,,,,,,,,,,,,,,,,4,0,19,41
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,41
