col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Micah Mahjoubian,,,,,,,,,,,,0,12,5,9,5,9,5,14,41
Tom Young,,,,,,,,,,,,,0,7,7,2,7,7,15,41
Matthew D Myers,,,,,,,,,,,,,,2,11,3,1,3,16,41
Darrell L Clarke,,,,,,,,,,,,,,,0,6,3,2,17,41
Judi Golding Baker,,,,,,,,,,,,,,,,0,5,3,18,41
Noam Kugelmass,,,,,,,,,,,,,,,,,0,4,19,41
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,41
Total,29,12,9,7,2,28,28,21,21,20,18,18,18,17,16,12,11,10,21,41
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,42
,Amanda Mcillmurray,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Tom Young,Andi Perez,Darrell L Clarke,Judi Golding Baker,Mariel J K Martin,Joe Celentano,Matthew D Myers,Jon Geeting,Noam Kugelmass,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,42
Amanda Mcillmurray,2,22,20,13,10,15,8,18,11,10,8,9,7,6,12,13,6,1,3,42
Marylouise Isaacson,,0,23,19,16,19,17,17,17,12,13,9,11,11,5,15,3,1,4,42
Rhea Powell,,,1,16,10,17,12,17,10,12,7,10,11,8,6,12,7,1,5,42
Micah Mahjoubian,,,,0,17,17,12,9,12,10,10,9,8,13,2,10,5,0,6,42
Tom Young,,,,,1,12,11,5,9,5,10,7,5,13,3,6,3,1,7,42
Andi Perez,,,,,,0,11,10,12,9,7,9,8,9,4,9,4,0,8,42
Darrell L Clarke,,,,,,,0,8,12,7,12,6,7,10,5,7,2,0,9,42
Judi Golding Baker,,,,,,,,0,10,5,7,4,7,3,5,9,3,0,10,42
Mariel J K Martin,,,,,,,,,0,2,6,5,4,7,5,5,4,0,11,42
Joe Celentano,,,,,,,,,,1,6,8,7,9,3,4,3,0,12,42
Matthew D Myers,,,,,,,,,,,0,6,6,5,3,7,1,0,13,42
Jon Geeting,,,,,,,,,,,,0,6,3,6,4,2,0,14,42
Noam Kugelmass,,,,,,,,,,,,,0,4,5,5,0,1,15,42
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,42
John Fetterman,,,,,,,,,,,,,,,8,0,0,0,17,42
Nina Ahmad,,,,,,,,,,,,,,,,2,0,0,18,42
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,42
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,42
Total,41,35,35,30,27,26,24,21,21,20,16,15,15,29,27,23,11,1,21,42
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,43
,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Marylouise Isaacson,Tom Young,Andi Perez,Jon Geeting,Noam Kugelmass,Judi Golding Baker,Micah Mahjoubian,Mariel J K Martin,Matthew D Myers,Darrell L Clarke,John Fetterman,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,43
Rhea Powell,0,38,33,36,32,28,25,25,13,12,13,8,5,25,6,9,9,0,3,43
Amanda Mcillmurray,,0,31,37,30,28,24,25,17,12,13,8,7,27,6,6,8,0,4,43
Joe Celentano,,,0,30,28,22,23,21,11,8,9,7,3,19,10,6,7,0,5,43
Marylouise Isaacson,,,,0,31,29,22,22,13,12,14,10,6,22,7,5,8,0,6,43
Tom Young,,,,,0,25,21,24,6,9,9,6,2,22,6,5,5,0,7,43
Andi Perez,,,,,,0,21,19,9,9,9,6,4,17,6,3,6,0,8,43
Jon Geeting,,,,,,,0,17,5,6,7,5,4,17,4,5,4,0,9,43
Noam Kugelmass,,,,,,,,0,7,5,5,5,1,18,2,2,5,0,10,43
Judi Golding Baker,,,,,,,,,0,9,7,5,7,8,5,2,5,0,11,43
Micah Mahjoubian,,,,,,,,,,0,9,5,4,5,5,3,6,0,12,43
Mariel J K Martin,,,,,,,,,,,0,7,5,6,4,3,4,0,13,43
Matthew D Myers,,,,,,,,,,,,1,2,5,5,1,2,0,14,43
Darrell L Clarke,,,,,,,,,,,,,0,4,4,0,2,0,15,43
John Fetterman,,,,,,,,,,,,,,3,0,0,0,0,16,43
Mike Stack,,,,,,,,,,,,,,,1,0,0,0,17,43
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,43
Nina Ahmad,,,,,,,,,,,,,,,,,3,0,19,43
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,43
Total,49,47,42,42,38,32,30,27,20,19,17,14,10,35,21,14,14,0,21,43
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,44
,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Marylouise Isaacson,Noam Kugelmass,Tom Young,Andi Perez,Jon Geeting,Matthew D Myers,Judi Golding Baker,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,44
Joe Celentano,1,22,12,13,13,10,12,13,13,9,10,9,4,11,11,7,6,0,3,44
Rhea Powell,,1,12,10,12,7,12,12,12,11,11,7,5,7,8,7,6,0,4,44
Amanda Mcillmurray,,,1,8,7,7,7,7,7,6,7,4,3,3,11,5,1,0,5,44
Mariel J K Martin,,,,0,5,10,8,7,6,5,5,8,4,5,8,3,0,0,6,44
Micah Mahjoubian,,,,,1,3,8,8,7,5,7,5,2,2,6,3,3,0,7,44
Darrell L Clarke,,,,,,2,4,6,5,5,3,5,3,2,6,4,0,0,8,44
Marylouise Isaacson,,,,,,,0,7,8,5,9,5,4,4,6,3,1,0,9,44
Noam Kugelmass,,,,,,,,0,9,2,7,4,2,3,5,4,2,0,10,44
Tom Young,,,,,,,,,0,5,7,4,4,4,3,5,2,0,11,44
Andi Perez,,,,,,,,,,0,5,4,3,2,6,4,0,0,12,44
Jon Geeting,,,,,,,,,,,0,2,2,2,5,4,1,0,13,44
Matthew D Myers,,,,,,,,,,,,2,3,4,5,1,0,0,14,44
Judi Golding Baker,,,,,,,,,,,,,0,2,4,0,1,0,15,44
Mike Stack,,,,,,,,,,,,,,9,0,0,0,0,16,44
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,44
John Fetterman,,,,,,,,,,,,,,,,2,0,0,18,44
Kathi Cozzone,,,,,,,,,,,,,,,,,4,0,19,44
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,44
Total,36,30,21,16,15,14,14,14,14,13,12,12,7,22,20,13,13,1,21,44
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,45
,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Joe Celentano,Judi Golding Baker,Mariel J K Martin,Noam Kugelmass,Tom Young,Jon Geeting,Darrell L Clarke,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,45
Amanda Mcillmurray,3,66,62,55,43,32,49,48,33,34,30,22,13,37,45,11,10,1,3,45
Rhea Powell,,1,59,53,44,32,46,39,37,36,24,21,13,22,32,14,14,1,4,45
Marylouise Isaacson,,,0,46,39,21,42,41,33,26,20,18,10,22,30,5,13,1,5,45
Andi Perez,,,,0,36,25,37,32,28,31,23,19,12,21,25,11,6,1,6,45
Micah Mahjoubian,,,,,0,27,30,21,29,29,20,18,16,17,24,9,11,0,7,45
Joe Celentano,,,,,,1,17,14,16,28,19,10,10,17,13,14,8,0,8,45
Judi Golding Baker,,,,,,,0,28,21,18,12,16,13,17,22,5,8,1,9,45
Mariel J K Martin,,,,,,,,0,18,13,10,12,9,19,21,7,3,1,10,45
Noam Kugelmass,,,,,,,,,0,21,18,16,11,13,18,7,9,0,11,45
Tom Young,,,,,,,,,,1,17,14,9,10,14,12,7,0,12,45
Jon Geeting,,,,,,,,,,,0,10,4,21,11,6,7,0,13,45
Darrell L Clarke,,,,,,,,,,,,0,8,11,11,6,2,0,14,45
Matthew D Myers,,,,,,,,,,,,,0,3,6,9,2,0,15,45
John Fetterman,,,,,,,,,,,,,,14,0,0,0,0,16,45
Nina Ahmad,,,,,,,,,,,,,,,16,0,0,0,17,45
Mike Stack,,,,,,,,,,,,,,,,8,0,0,18,45
Kathi Cozzone,,,,,,,,,,,,,,,,,4,0,19,45
Ray Sosa,,,,,,,,,,,,,,,,,,2,20,45
Total,111,88,74,66,64,56,55,53,49,47,46,32,21,73,73,37,27,3,21,45
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,46
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Judi Golding Baker,Joe Celentano,Tom Young,Micah Mahjoubian,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,46
Rhea Powell,0,69,62,57,45,52,41,44,42,40,30,24,25,41,27,14,16,1,3,46
Amanda Mcillmurray,,1,65,53,50,51,32,37,45,35,28,22,26,39,24,13,15,0,4,46
Marylouise Isaacson,,,0,57,49,48,34,39,44,28,24,26,24,34,17,18,14,2,5,46
Andi Perez,,,,0,40,36,30,38,39,32,28,24,23,29,19,16,8,2,6,46
Mariel J K Martin,,,,,0,46,22,27,31,23,18,20,21,26,14,17,8,2,7,46
Judi Golding Baker,,,,,,0,25,24,28,27,20,23,23,27,14,12,11,1,8,46
Joe Celentano,,,,,,,2,29,22,23,24,17,13,17,13,17,7,3,9,46
Tom Young,,,,,,,,0,31,24,25,18,20,23,12,16,7,1,10,46
Micah Mahjoubian,,,,,,,,,0,24,19,16,17,20,15,13,7,0,11,46
Noam Kugelmass,,,,,,,,,,0,21,9,15,21,14,11,4,1,12,46
Jon Geeting,,,,,,,,,,,1,13,12,10,23,12,1,1,13,46
Darrell L Clarke,,,,,,,,,,,,0,19,13,14,11,4,2,14,46
Matthew D Myers,,,,,,,,,,,,,3,12,10,13,2,1,15,46
Nina Ahmad,,,,,,,,,,,,,,20,0,0,0,0,16,46
John Fetterman,,,,,,,,,,,,,,,16,0,0,0,17,46
Mike Stack,,,,,,,,,,,,,,,,8,0,0,18,46
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,46
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,46
Total,100,93,86,74,68,66,60,59,56,52,50,44,41,77,64,51,23,3,21,46
