col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
John Brady,,,,,,,,,,,0,6,8,4,1,13,35
Rebecca Poyourow,,,,,,,,,,,,0,2,6,3,14,35
Joe Khan,,,,,,,,,,,,,0,3,0,15,35
Nat Lownes,,,,,,,,,,,,,,0,2,16,35
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,35
Total,58,15,51,43,41,34,29,26,24,22,16,15,13,11,4,18,35
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,36
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,John Brady,Joe Khan,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,2,36
Dwight Evans,1,0,38,36,36,36,20,17,15,13,6,3,3,3,1,3,36
Kevin Johnson,,2,7,7,5,4,5,5,3,5,2,2,1,0,1,4,36
Kathryn S Huggins,,,0,38,38,37,20,19,17,17,4,2,2,2,1,5,36
Ken Washington,,,,0,39,37,24,18,16,18,3,3,2,2,2,6,36
Liam G Boyle,,,,,0,39,21,17,16,17,4,2,3,3,0,7,36
Dewayne Drummond,,,,,,0,21,18,16,16,3,3,3,3,1,8,36
Kevin Bundy,,,,,,,1,5,3,5,3,4,3,3,2,9,36
Lisa Rhodes,,,,,,,,0,19,18,4,4,2,0,2,10,36
Linda Norris,,,,,,,,,0,17,2,1,1,0,0,11,36
Monica Maria Djerassi,,,,,,,,,,0,2,2,1,0,1,12,36
John Brady,,,,,,,,,,,0,3,2,2,1,13,36
Joe Khan,,,,,,,,,,,,0,3,1,2,14,36
Nat Lownes,,,,,,,,,,,,,0,2,0,15,36
Rebecca Poyourow,,,,,,,,,,,,,,0,0,16,36
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,36
Total,49,11,46,44,43,42,27,23,20,20,8,5,4,3,2,18,36
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,37
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Kevin Bundy,Liam G Boyle,John Brady,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,2,37
Dwight Evans,7,0,28,27,22,17,14,15,10,13,12,8,5,5,2,3,37
Kevin Johnson,,4,8,10,9,5,8,6,7,5,4,8,1,0,3,4,37
Kathryn S Huggins,,,1,26,23,19,15,18,12,14,10,12,5,2,2,5,37
Dewayne Drummond,,,,0,26,18,20,21,14,16,15,13,4,5,5,6,37
Ken Washington,,,,,0,12,17,17,9,9,8,9,3,2,3,7,37
Lisa Rhodes,,,,,,0,8,9,9,16,10,10,5,3,1,8,37
Kevin Bundy,,,,,,,0,13,9,8,9,11,4,3,4,9,37
Liam G Boyle,,,,,,,,0,8,7,7,5,3,2,3,10,37
John Brady,,,,,,,,,0,7,7,6,2,2,1,11,37
Linda Norris,,,,,,,,,,0,9,9,4,2,2,12,37
Monica Maria Djerassi,,,,,,,,,,,0,8,2,2,2,13,37
Rebecca Poyourow,,,,,,,,,,,,0,2,2,5,14,37
Jacque Whaumbush,,,,,,,,,,,,,0,2,0,15,37
Joe Khan,,,,,,,,,,,,,,0,2,16,37
Nat Lownes,,,,,,,,,,,,,,,0,17,37
Total,48,17,39,38,32,23,22,22,18,18,16,16,6,5,5,18,37
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,38
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,John Brady,Liam G Boyle,Lisa Rhodes,Nat Lownes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,38
Kathryn S Huggins,0,16,16,14,12,11,11,9,8,9,8,4,3,24,12,3,38
Ken Washington,,0,13,15,8,10,5,6,7,3,4,3,2,15,5,4,38
Dewayne Drummond,,,0,12,9,9,5,6,3,4,4,3,1,13,3,5,38
Kevin Bundy,,,,0,8,10,3,7,5,2,1,1,3,13,3,6,38
John Brady,,,,,0,4,5,9,4,7,5,2,3,13,1,7,38
Liam G Boyle,,,,,,0,3,4,3,1,1,0,0,11,1,8,38
Lisa Rhodes,,,,,,,0,2,7,5,4,3,0,6,5,9,38
Nat Lownes,,,,,,,,0,3,5,3,1,3,9,1,10,38
Linda Norris,,,,,,,,,0,4,3,2,1,5,4,11,38
Monica Maria Djerassi,,,,,,,,,,0,5,2,3,7,2,12,38
Rebecca Poyourow,,,,,,,,,,,0,3,1,6,2,13,38
Jacque Whaumbush,,,,,,,,,,,,0,0,2,2,14,38
Joe Khan,,,,,,,,,,,,,0,3,1,15,38
Dwight Evans,,,,,,,,,,,,,,7,0,16,38
Kevin Johnson,,,,,,,,,,,,,,,2,17,38
Total,36,20,16,16,14,12,11,10,9,9,8,4,4,35,14,18,38
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,39
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,John Brady,Nat Lownes,Jacque Whaumbush,2,39
Dwight Evans,16,0,54,31,26,20,21,17,15,18,18,16,14,12,9,3,39
Kevin Johnson,,0,21,16,14,12,8,11,13,9,6,7,6,4,5,4,39
Kathryn S Huggins,,,3,41,35,29,29,25,26,25,21,22,17,14,13,5,39
Dewayne Drummond,,,,0,32,23,25,21,18,17,14,15,11,13,8,6,39
Ken Washington,,,,,0,21,21,15,14,13,9,10,14,10,8,7,39
Kevin Bundy,,,,,,0,20,7,7,9,11,9,12,9,2,8,39
Liam G Boyle,,,,,,,0,9,7,7,10,9,8,8,3,9,39
Linda Norris,,,,,,,,0,20,16,10,11,7,7,12,10,39
Lisa Rhodes,,,,,,,,,0,16,9,11,8,6,10,11,39
Monica Maria Djerassi,,,,,,,,,,0,14,13,9,6,10,12,39
Rebecca Poyourow,,,,,,,,,,,0,12,5,9,6,13,39
Joe Khan,,,,,,,,,,,,0,9,4,4,14,39
John Brady,,,,,,,,,,,,,0,4,4,15,39
Nat Lownes,,,,,,,,,,,,,,0,3,16,39
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,39
Total,79,26,79,47,41,32,29,28,28,27,24,23,21,16,14,18,39
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,40
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,John Brady,Nat Lownes,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,2,40
Dwight Evans,5,0,36,34,30,22,20,18,21,17,9,4,4,3,3,3,40
Kevin Johnson,,6,15,7,7,8,7,9,6,5,3,2,2,2,1,4,40
Kathryn S Huggins,,,1,34,31,27,24,25,23,18,10,5,6,3,2,5,40
Ken Washington,,,,0,32,27,23,23,23,18,7,4,5,3,1,6,40
Dewayne Drummond,,,,,0,26,19,19,20,14,7,5,4,5,3,7,40
Liam G Boyle,,,,,,0,16,18,18,12,3,3,3,2,1,8,40
Linda Norris,,,,,,,0,24,23,6,9,1,2,2,2,9,40
Lisa Rhodes,,,,,,,,0,21,8,7,1,1,2,0,10,40
Monica Maria Djerassi,,,,,,,,,0,6,5,2,3,2,3,11,40
Kevin Bundy,,,,,,,,,,0,5,3,5,2,0,12,40
John Brady,,,,,,,,,,,0,1,1,1,2,13,40
Nat Lownes,,,,,,,,,,,,0,3,2,0,14,40
Rebecca Poyourow,,,,,,,,,,,,,0,1,1,15,40
Joe Khan,,,,,,,,,,,,,,0,1,16,40
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,40
Total,56,25,53,42,38,31,28,28,28,22,12,6,6,5,4,18,40
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,41
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Lisa Rhodes,Liam G Boyle,John Brady,Rebecca Poyourow,Monica Maria Djerassi,Linda Norris,Nat Lownes,Joe Khan,Jacque Whaumbush,2,41
Dwight Evans,12,0,83,64,61,46,43,40,34,33,31,31,18,18,12,3,41
Kevin Johnson,,3,31,24,22,17,17,15,11,10,12,10,8,8,11,4,41
Kathryn S Huggins,,,1,79,77,56,50,50,41,42,41,35,26,22,22,5,41
Dewayne Drummond,,,,0,63,44,37,41,26,33,32,29,20,13,16,6,41
Ken Washington,,,,,0,45,34,51,31,33,34,26,20,17,15,7,41
Kevin Bundy,,,,,,0,21,34,25,23,17,17,24,15,8,8,41
Lisa Rhodes,,,,,,,0,15,23,20,24,29,10,14,15,9,41
Liam G Boyle,,,,,,,,0,16,21,19,11,16,10,7,10,41
John Brady,,,,,,,,,0,16,15,15,12,10,9,11,41
Rebecca Poyourow,,,,,,,,,,1,28,14,11,11,11,12,41
Monica Maria Djerassi,,,,,,,,,,,0,21,6,9,14,13,41
Linda Norris,,,,,,,,,,,,0,9,6,8,14,41
Nat Lownes,,,,,,,,,,,,,0,6,5,15,41
Joe Khan,,,,,,,,,,,,,,0,5,16,41
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,41
Total,125,41,120,94,86,66,61,58,47,46,45,42,28,26,24,18,41
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,42
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,2,42
Dwight Evans,6,0,62,49,47,44,27,22,19,13,9,7,7,3,1,3,42
Kevin Johnson,,3,10,7,8,5,4,3,4,4,5,0,0,0,0,4,42
Kathryn S Huggins,,,1,49,48,46,27,23,23,17,10,5,6,2,1,5,42
Dewayne Drummond,,,,0,48,46,28,20,22,15,9,7,6,3,1,6,42
Ken Washington,,,,,0,44,29,19,22,15,11,6,6,1,0,7,42
Liam G Boyle,,,,,,0,25,17,19,13,8,7,5,1,0,8,42
Kevin Bundy,,,,,,,0,6,7,1,9,6,4,2,1,9,42
Lisa Rhodes,,,,,,,,0,17,16,5,1,3,3,1,10,42
Monica Maria Djerassi,,,,,,,,,0,14,4,0,2,2,1,11,42
Linda Norris,,,,,,,,,,0,2,0,2,0,0,12,42
John Brady,,,,,,,,,,,0,2,2,1,0,13,42
Nat Lownes,,,,,,,,,,,,0,5,1,0,14,42
Rebecca Poyourow,,,,,,,,,,,,,0,1,0,15,42
Jacque Whaumbush,,,,,,,,,,,,,,0,1,16,42
Joe Khan,,,,,,,,,,,,,,,0,17,42
Total,85,15,74,57,56,50,32,25,23,17,14,7,7,3,1,18,42
